"id_10" "name_10" "id_06" "name_06" "id_mrb" "name_mrb"
"1397" NA NA NA NA "UKB-a:321" "Ever had stillbirth  spontaneous miscarriage or termination"
"1398" NA NA NA NA "UKB-a:322" "Ever taken oral contraceptive pill"
"1399" NA NA NA NA "UKB-a:323" "Age started oral contraceptive pill"
"1400" NA NA NA NA "UKB-a:324" "Ever used hormone-replacement therapy (HRT)"
"1401" NA NA NA NA "UKB-a:325" "Bilateral oophorectomy (both ovaries removed)"
"1402" NA NA NA NA "UKB-a:326" "Had other major operations"
"1403" NA NA NA NA "UKB-a:327" "Type of tobacco previously smoked: Cigars or pipes"
"1404" NA NA NA NA "UKB-a:328" "Number of cigarettes previously smoked daily"
"1405" NA NA NA NA "UKB-a:329" "Ever stopped smoking for 6+ months"
"1406" NA NA NA NA "UKB-a:33" "Breastfed as a baby"
"1407" NA NA NA NA "UKB-a:330" "Number of unsuccessful stop-smoking attempts"
"1408" NA NA NA NA "UKB-a:331" "Started insulin within one year diagnosis of diabetes"
"1409" NA NA NA NA "UKB-a:332" "Fracture resulting from simple fall"
"1410" NA NA NA NA "UKB-a:333" "Creatinine (enzymatic) in urine"
"1411" NA NA NA NA "UKB-a:334" "Potassium in urine"
"1412" NA NA NA NA "UKB-a:335" "Sodium in urine"
"1413" NA NA NA NA "UKB-a:336" "Forced vital capacity (FVC)"
"1414" NA NA NA NA "UKB-a:337" "Forced expiratory volume in 1-second (FEV1)"
"1415" NA NA NA NA "UKB-a:338" "Peak expiratory flow (PEF)"
"1416" NA NA NA NA "UKB-a:339" "Used an inhaler for chest within last hour"
"1417" NA NA NA NA "UKB-a:34" "Comparative body size at age 10"
"1418" NA NA NA NA "UKB-a:340" "Hearing aid user"
"1419" NA NA NA NA "UKB-a:341" "Neck/shoulder pain for 3+ months"
"1420" NA NA NA NA "UKB-a:342" "Number of cigarettes currently smoked daily (current cigarette smokers)"
"1421" NA NA NA NA "UKB-a:343" "Time from waking to first cigarette"
"1422" NA NA NA NA "UKB-a:344" "Difficulty not smoking for 1 day"
"1423" NA NA NA NA "UKB-a:345" "Mother's age at death"
"1424" NA NA NA NA "UKB-a:346" "Back pain for 3+ months"
"1425" NA NA NA NA "UKB-a:347" "Ever had hysterectomy (womb removed)"
"1426" NA NA NA NA "UKB-a:348" "Chest pain or discomfort walking normally"
"1427" NA NA NA NA "UKB-a:349" "Frequency of other exercises in last 4 weeks"
"1428" NA NA NA NA "UKB-a:35" "Comparative height size at age 10"
"1429" NA NA NA NA "UKB-a:350" "Duration of other exercises"
"1430" NA NA NA NA "UKB-a:351" "Length of menstrual cycle"
"1431" NA NA NA NA "UKB-a:352" "Former alcohol drinker"
"1432" NA NA NA NA "UKB-a:353" "Knee pain for 3+ months"
"1433" NA NA NA NA "UKB-a:354" "Headaches for 3+ months"
"1434" NA NA NA NA "UKB-a:355" "Number of pregnancy terminations"
"1435" NA NA NA NA "UKB-a:356" "Number of incorrect matches in round"
"1436" NA NA NA NA "UKB-a:357" "Underlying (primary) cause of death: ICD10: E85.4 Organ-limited amyloidosis"
"1437" NA NA NA NA "UKB-a:358" "Underlying (primary) cause of death: ICD10: J84.1 Other interstitial pulmonary diseases with fibrosis"
"1438" NA NA NA NA "UKB-a:359" "Diastolic blood pressure  automated reading"
"1439" NA NA NA NA "UKB-a:36" "Handedness (chirality/laterality): Left-handed"
"1440" NA NA NA NA "UKB-a:360" "Systolic blood pressure  automated reading"
"1441" NA NA NA NA "UKB-a:361" "Heel bone mineral density (BMD) T-score  automated (left)"
"1442" NA NA NA NA "UKB-a:362" "Heel bone mineral density (BMD) T-score  automated (right)"
"1443" NA NA NA NA "UKB-a:363" "Pulse rate"
"1444" NA NA NA NA "UKB-a:364" "Pulse wave reflection index"
"1445" NA NA NA NA "UKB-a:365" "Pulse wave peak to peak time"
"1446" NA NA NA NA "UKB-a:366" "Non-accidental death in close genetic family"
"1447" NA NA NA NA "UKB-a:367" "Happiness"
"1448" NA NA NA NA "UKB-a:368" "Work/job satisfaction"
"1449" NA NA NA NA "UKB-a:369" "Health satisfaction"
"1450" NA NA NA NA "UKB-a:37" "Handedness (chirality/laterality): Use both right and left hands equally"
"1451" NA NA NA NA "UKB-a:370" "Family relationship satisfaction"
"1452" NA NA NA NA "UKB-a:371" "Friendships satisfaction"
"1453" NA NA NA NA "UKB-a:372" "Financial situation satisfaction"
"1454" NA NA NA NA "UKB-a:373" "Ever depressed for a whole week"
"1455" NA NA NA NA "UKB-a:374" "Hand grip strength (left)"
"1456" NA NA NA NA "UKB-a:375" "Number of depression episodes"
"1457" NA NA NA NA "UKB-a:376" "Ever unenthusiastic/disinterested for a whole week"
"1458" NA NA NA NA "UKB-a:377" "Ever manic/hyper for 2 days"
"1459" NA NA NA NA "UKB-a:378" "Ever highly irritable/argumentative for 2 days"
"1460" NA NA NA NA "UKB-a:379" "Hand grip strength (right)"
"1461" NA NA NA NA "UKB-a:38" "Adopted as a child"
"1462" NA NA NA NA "UKB-a:380" "Shortness of breath walking on level ground"
"1463" NA NA NA NA "UKB-a:381" "Leg pain on walking"
"1464" NA NA NA NA "UKB-a:382" "Waist circumference"
"1465" NA NA NA NA "UKB-a:383" "Tinnitus: Yes  now most or all of the time"
"1466" NA NA NA NA "UKB-a:384" "Tinnitus: Yes  now some of the time"
"1467" NA NA NA NA "UKB-a:385" "Tinnitus: Yes  but not now  but have in the past"
"1468" NA NA NA NA "UKB-a:386" "Noisy workplace"
"1469" NA NA NA NA "UKB-a:387" "Loud music exposure frequency"
"1470" NA NA NA NA "UKB-a:388" "Hip circumference"
"1471" NA NA NA NA "UKB-a:389" "Standing height"
"1472" NA NA NA NA "UKB-a:39" "Maternal smoking around birth"
"1473" NA NA NA NA "UKB-a:390" "Number of older siblings"
"1474" NA NA NA NA "UKB-a:391" "Average weekly intake of other alcoholic drinks"
"1475" NA NA NA NA "UKB-a:392" "Maximum workload during fitness test"
"1476" NA NA NA NA "UKB-a:393" "Maximum heart rate during fitness test"
"1477" NA NA NA NA "UKB-a:394" "Target heart rate achieved"
"1478" NA NA NA NA "UKB-a:395" "Number of trend entries"
"1479" NA NA NA NA "UKB-a:396" "Duration of fitness test"
"1480" NA NA NA NA "UKB-a:397" "Qualifications: College or University degree"
"1481" NA NA NA NA "UKB-a:398" "Qualifications: None of the above"
"1482" NA NA NA NA "UKB-a:399" "Qualifications: A levels/AS levels or equivalent"
"1483" NA NA NA NA "UKB-a:4" "Duration of light DIY"
"1484" NA NA NA NA "UKB-a:40" "Father still alive"
"1485" NA NA NA NA "UKB-a:400" "Qualifications: O levels/GCSEs or equivalent"
"1486" NA NA NA NA "UKB-a:401" "Qualifications: CSEs or equivalent"
"1487" NA NA NA NA "UKB-a:402" "Qualifications: NVQ or HND or HNC or equivalent"
"1488" NA NA NA NA "UKB-a:403" "Qualifications: Other professional qualifications eg: nursing  teaching"
"1489" NA NA NA NA "UKB-a:404" "Current employment status: In paid employment or self-employed"
"1490" NA NA NA NA "UKB-a:405" "Current employment status: Retired"
"1491" NA NA NA NA "UKB-a:406" "Current employment status: Looking after home and/or family"
"1492" NA NA NA NA "UKB-a:407" "Current employment status: Unable to work because of sickness or disability"
"1493" NA NA NA NA "UKB-a:408" "Current employment status: Doing unpaid or voluntary work"
"1494" NA NA NA NA "UKB-a:409" "Transport type for commuting to job workplace: Car/motor vehicle"
"1495" NA NA NA NA "UKB-a:41" "Father's age at death"
"1496" NA NA NA NA "UKB-a:410" "Transport type for commuting to job workplace: Walk"
"1497" NA NA NA NA "UKB-a:411" "Transport type for commuting to job workplace: Public transport"
"1498" NA NA NA NA "UKB-a:412" "Transport type for commuting to job workplace: Cycle"
"1499" NA NA NA NA "UKB-a:413" "Illness  injury  bereavement  stress in last 2 years: Serious illness  injury or assault to yourself"
"1500" NA NA NA NA "UKB-a:414" "Illness  injury  bereavement  stress in last 2 years: None of the above"
"1501" NA NA NA NA "UKB-a:415" "Illness  injury  bereavement  stress in last 2 years: Serious illness  injury or assault of a close relative"
"1502" NA NA NA NA "UKB-a:416" "Illness  injury  bereavement  stress in last 2 years: Death of a close relative"
"1503" NA NA NA NA "UKB-a:417" "Illness  injury  bereavement  stress in last 2 years: Marital separation/divorce"
"1504" NA NA NA NA "UKB-a:418" "Illness  injury  bereavement  stress in last 2 years: Financial difficulties"
"1505" NA NA NA NA "UKB-a:419" "Reason for glasses/contact lenses: For short-sightedness  i.e. only or mainly for distance viewing such as driving  cinema etc (called 'myopia')"
"1506" NA NA NA NA "UKB-a:42" "Number of full brothers"
"1507" NA NA NA NA "UKB-a:420" "Reason for glasses/contact lenses: For long-sightedness  i.e. for distance and near  but particularly for near tasks like reading (called 'hypermetropia')"
"1508" NA NA NA NA "UKB-a:421" "Reason for glasses/contact lenses: For just reading/near work as you are getting older (called 'presbyopia')"
"1509" NA NA NA NA "UKB-a:422" "Reason for glasses/contact lenses: For 'astigmatism'"
"1510" NA NA NA NA "UKB-a:423" "Eye problems/disorders: Diabetes related eye disease"
"1511" NA NA NA NA "UKB-a:424" "Eye problems/disorders: Glaucoma"
"1512" NA NA NA NA "UKB-a:425" "Eye problems/disorders: Injury or trauma resulting in loss of vision"
"1513" NA NA NA NA "UKB-a:426" "Eye problems/disorders: Cataract"
"1514" NA NA NA NA "UKB-a:427" "Mouth/teeth dental problems: Mouth ulcers"
"1515" NA NA NA NA "UKB-a:428" "Mouth/teeth dental problems: None of the above"
"1516" NA NA NA NA "UKB-a:429" "Mouth/teeth dental problems: Painful gums"
"1517" NA NA NA NA "UKB-a:43" "Number of full sisters"
"1518" NA NA NA NA "UKB-a:430" "Mouth/teeth dental problems: Bleeding gums"
"1519" NA NA NA NA "UKB-a:431" "Mouth/teeth dental problems: Loose teeth"
"1520" NA NA NA NA "UKB-a:432" "Mouth/teeth dental problems: Toothache"
"1521" NA NA NA NA "UKB-a:433" "Mouth/teeth dental problems: Dentures"
"1522" NA NA NA NA "UKB-a:434" "Vascular/heart problems diagnosed by doctor: Heart attack"
"1523" NA NA NA NA "UKB-a:435" "Vascular/heart problems diagnosed by doctor: None of the above"
"1524" NA NA NA NA "UKB-a:436" "Vascular/heart problems diagnosed by doctor: Angina"
"1525" NA NA NA NA "UKB-a:437" "Vascular/heart problems diagnosed by doctor: High blood pressure"
"1526" NA NA NA NA "UKB-a:438" "Fractured bone site(s): Ankle"
"1527" NA NA NA NA "UKB-a:439" "Fractured bone site(s): Wrist"
"1528" NA NA NA NA "UKB-a:44" "Townsend deprivation index at recruitment"
"1529" NA NA NA NA "UKB-a:440" "Fractured bone site(s): Arm"
"1530" NA NA NA NA "UKB-a:441" "Fractured bone site(s): Other bones"
"1531" NA NA NA NA "UKB-a:442" "Blood clot  DVT  bronchitis  emphysema  asthma  rhinitis  eczema  allergy diagnosed by doctor: None of the above"
"1532" NA NA NA NA "UKB-a:443" "Blood clot  DVT  bronchitis  emphysema  asthma  rhinitis  eczema  allergy diagnosed by doctor: Blood clot in the leg (DVT)"
"1533" NA NA NA NA "UKB-a:444" "Blood clot  DVT  bronchitis  emphysema  asthma  rhinitis  eczema  allergy diagnosed by doctor: Emphysema/chronic bronchitis"
"1534" NA NA NA NA "UKB-a:445" "Blood clot  DVT  bronchitis  emphysema  asthma  rhinitis  eczema  allergy diagnosed by doctor: Blood clot in the lung"
"1535" NA NA NA NA "UKB-a:446" "Blood clot  DVT  bronchitis  emphysema  asthma  rhinitis  eczema  allergy diagnosed by doctor: Asthma"
"1536" NA NA NA NA "UKB-a:447" "Blood clot  DVT  bronchitis  emphysema  asthma  rhinitis  eczema  allergy diagnosed by doctor: Hayfever  allergic rhinitis or eczema"
"1537" NA NA NA NA "UKB-a:448" "Medication for cholesterol  blood pressure  diabetes  or take exogenous hormones: Cholesterol lowering medication"
"1538" NA NA NA NA "UKB-a:449" "Medication for cholesterol  blood pressure  diabetes  or take exogenous hormones: None of the above"
"1539" NA NA NA NA "UKB-a:45" "Mood swings"
"1540" NA NA NA NA "UKB-a:450" "Medication for cholesterol  blood pressure  diabetes  or take exogenous hormones: Blood pressure medication"
"1541" NA NA NA NA "UKB-a:451" "Medication for cholesterol  blood pressure  diabetes  or take exogenous hormones: Hormone replacement therapy"
"1542" NA NA NA NA "UKB-a:452" "Medication for pain relief  constipation  heartburn: Aspirin"
"1543" NA NA NA NA "UKB-a:453" "Medication for pain relief  constipation  heartburn: None of the above"
"1544" NA NA NA NA "UKB-a:454" "Medication for pain relief  constipation  heartburn: Ibuprofen (e.g. Nurofen)"
"1545" NA NA NA NA "UKB-a:455" "Medication for pain relief  constipation  heartburn: Paracetamol"
"1546" NA NA NA NA "UKB-a:456" "Medication for pain relief  constipation  heartburn: Omeprazole (e.g. Zanprol)"
"1547" NA NA NA NA "UKB-a:457" "Medication for pain relief  constipation  heartburn: Laxatives (e.g. Dulcolax  Senokot)"
"1548" NA NA NA NA "UKB-a:458" "Vitamin and mineral supplements: Vitamin A"
"1549" NA NA NA NA "UKB-a:459" "Vitamin and mineral supplements: None of the above"
"1550" NA NA NA NA "UKB-a:46" "Miserableness"
"1551" NA NA NA NA "UKB-a:460" "Vitamin and mineral supplements: Vitamin B"
"1552" NA NA NA NA "UKB-a:461" "Vitamin and mineral supplements: Vitamin C"
"1553" NA NA NA NA "UKB-a:462" "Vitamin and mineral supplements: Vitamin D"
"1554" NA NA NA NA "UKB-a:463" "Vitamin and mineral supplements: Vitamin E"
"1555" NA NA NA NA "UKB-a:464" "Vitamin and mineral supplements: Multivitamins +/- minerals"
"1556" NA NA NA NA "UKB-a:465" "Why stopped smoking: None of the above"
"1557" NA NA NA NA "UKB-a:466" "Why stopped smoking: Doctor's advice"
"1558" NA NA NA NA "UKB-a:467" "Why stopped smoking: Health precaution"
"1559" NA NA NA NA "UKB-a:468" "Why reduced smoking: Illness or ill health"
"1560" NA NA NA NA "UKB-a:469" "Pain type(s) experienced in last month: Headache"
"1561" NA NA NA NA "UKB-a:47" "Irritability"
"1562" NA NA NA NA "UKB-a:470" "Pain type(s) experienced in last month: None of the above"
"1563" NA NA NA NA "UKB-a:471" "Pain type(s) experienced in last month: Facial pain"
"1564" NA NA NA NA "UKB-a:472" "Pain type(s) experienced in last month: Neck or shoulder pain"
"1565" NA NA NA NA "UKB-a:473" "Pain type(s) experienced in last month: Back pain"
"1566" NA NA NA NA "UKB-a:474" "Pain type(s) experienced in last month: Stomach or abdominal pain"
"1567" NA NA NA NA "UKB-a:475" "Pain type(s) experienced in last month: Hip pain"
"1568" NA NA NA NA "UKB-a:476" "Pain type(s) experienced in last month: Knee pain"
"1569" NA NA NA NA "UKB-a:477" "Pain type(s) experienced in last month: Pain all over the body"
"1570" NA NA NA NA "UKB-a:478" "Types of transport used (excluding work): Car/motor vehicle"
"1571" NA NA NA NA "UKB-a:479" "Types of transport used (excluding work): Walk"
"1572" NA NA NA NA "UKB-a:48" "Sensitivity / hurt feelings"
"1573" NA NA NA NA "UKB-a:480" "Types of transport used (excluding work): Public transport"
"1574" NA NA NA NA "UKB-a:481" "Types of transport used (excluding work): Cycle"
"1575" NA NA NA NA "UKB-a:482" "Types of physical activity in last 4 weeks: Walking for pleasure (not as a means of transport)"
"1576" NA NA NA NA "UKB-a:483" "Types of physical activity in last 4 weeks: None of the above"
"1577" NA NA NA NA "UKB-a:484" "Types of physical activity in last 4 weeks: Other exercises (eg: swimming  cycling  keep fit  bowling)"
"1578" NA NA NA NA "UKB-a:485" "Types of physical activity in last 4 weeks: Strenuous sports"
"1579" NA NA NA NA "UKB-a:486" "Types of physical activity in last 4 weeks: Light DIY (eg: pruning  watering the lawn)"
"1580" NA NA NA NA "UKB-a:487" "Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding  lawn mowing  carpentry  digging)"
"1581" NA NA NA NA "UKB-a:488" "Medication for cholesterol  blood pressure or diabetes: Cholesterol lowering medication"
"1582" NA NA NA NA "UKB-a:489" "Medication for cholesterol  blood pressure or diabetes: None of the above"
"1583" NA NA NA NA "UKB-a:49" "Fed-up feelings"
"1584" NA NA NA NA "UKB-a:490" "Medication for cholesterol  blood pressure or diabetes: Blood pressure medication"
"1585" NA NA NA NA "UKB-a:491" "Medication for cholesterol  blood pressure or diabetes: Insulin"
"1586" NA NA NA NA "UKB-a:492" "Mineral and other dietary supplements: Fish oil (including cod liver oil)"
"1587" NA NA NA NA "UKB-a:493" "Mineral and other dietary supplements: None of the above"
"1588" NA NA NA NA "UKB-a:494" "Mineral and other dietary supplements: Glucosamine"
"1589" NA NA NA NA "UKB-a:495" "Mineral and other dietary supplements: Calcium"
"1590" NA NA NA NA "UKB-a:496" "Mineral and other dietary supplements: Zinc"
"1591" NA NA NA NA "UKB-a:497" "Mineral and other dietary supplements: Selenium"
"1592" NA NA NA NA "UKB-a:498" "Length of working week for main job"
"1593" NA NA NA NA "UKB-a:499" "Frequency of travelling from home to job workplace"
"1594" NA NA NA NA "UKB-a:5" "Time spent watching television (TV)"
"1595" NA NA NA NA "UKB-a:50" "Nervous feelings"
"1596" NA NA NA NA "UKB-a:500" "Heel bone mineral density (BMD) T-score  automated"
"1597" NA NA NA NA "UKB-a:501" "Distance between home and job workplace"
"1598" NA NA NA NA "UKB-a:502" "Job involves mainly walking or standing"
"1599" NA NA NA NA "UKB-a:503" "Job involves heavy manual or physical work"
"1600" NA NA NA NA "UKB-a:504" "Job involves shift work"
"1601" NA NA NA NA "UKB-a:505" "Age completed full time education"
"1602" NA NA NA NA "UKB-a:506" "Number of days/week walked 10+ minutes"
"1603" NA NA NA NA "UKB-a:507" "Duration of walks"
"1604" NA NA NA NA "UKB-a:508" "Number of days/week of moderate physical activity 10+ minutes"
"1605" NA NA NA NA "UKB-a:509" "Duration of moderate activity"
"1606" NA NA NA NA "UKB-a:51" "Worrier / anxious feelings"
"1607" NA NA NA NA "UKB-a:510" "No-wear time bias adjusted acceleration standard deviation"
"1608" NA NA NA NA "UKB-a:511" "Number of days/week of vigorous physical activity 10+ minutes"
"1609" NA NA NA NA "UKB-a:512" "Duration of vigorous activity"
"1610" NA NA NA NA "UKB-a:513" "Usual walking pace"
"1611" NA NA NA NA "UKB-a:514" "Frequency of stair climbing in last 4 weeks"
"1612" NA NA NA NA "UKB-a:515" "Frequency of walking for pleasure in last 4 weeks"
"1613" NA NA NA NA "UKB-a:516" "Duration walking for pleasure"
"1614" NA NA NA NA "UKB-a:517" "Diagnoses - main ICD10: B37 Candidiasis"
"1615" NA NA NA NA "UKB-a:518" "Diagnoses - main ICD10: C44 Other malignant neoplasms of skin"
"1616" NA NA NA NA "UKB-a:519" "Diagnoses - main ICD10: C50 Malignant neoplasm of breast"
"1617" NA NA NA NA "UKB-a:52" "Tense / 'highly strung'"
"1618" NA NA NA NA "UKB-a:520" "Diagnoses - main ICD10: C61 Malignant neoplasm of prostate"
"1619" NA NA NA NA "UKB-a:521" "Diagnoses - main ICD10: D12 Benign neoplasm of colon  rectum  anus and anal canal"
"1620" NA NA NA NA "UKB-a:522" "Diagnoses - main ICD10: D25 Leiomyoma of uterus"
"1621" NA NA NA NA "UKB-a:523" "Diagnoses - main ICD10: E03 Other hypothyroidism"
"1622" NA NA NA NA "UKB-a:524" "Diagnoses - main ICD10: E04 Other non-toxic goitre"
"1623" NA NA NA NA "UKB-a:525" "Diagnoses - main ICD10: F31 Bipolar affective disorder"
"1624" NA NA NA NA "UKB-a:526" "Diagnoses - main ICD10: F43 Reaction to severe stress  and adjustment disorders"
"1625" NA NA NA NA "UKB-a:527" "Diagnoses - main ICD10: G47 Sleep disorders"
"1626" NA NA NA NA "UKB-a:528" "Diagnoses - main ICD10: G56 Mononeuropathies of upper limb"
"1627" NA NA NA NA "UKB-a:529" "Diagnoses - main ICD10: H25 Senile cataract"
"1628" NA NA NA NA "UKB-a:53" "Worry too long after embarrassment"
"1629" NA NA NA NA "UKB-a:530" "Diagnoses - main ICD10: H26 Other cataract"
"1630" NA NA NA NA "UKB-a:531" "Diagnoses - main ICD10: I10 Essential (primary) hypertension"
"1631" NA NA NA NA "UKB-a:532" "Diagnoses - main ICD10: I20 Angina pectoris"
"1632" NA NA NA NA "UKB-a:533" "Diagnoses - main ICD10: I21 Acute myocardial infarction"
"1633" NA NA NA NA "UKB-a:534" "Diagnoses - main ICD10: I25 Chronic ischaemic heart disease"
"1634" NA NA NA NA "UKB-a:535" "Diagnoses - main ICD10: I30 Acute pericarditis"
"1635" NA NA NA NA "UKB-a:536" "Diagnoses - main ICD10: I48 Atrial fibrillation and flutter"
"1636" NA NA NA NA "UKB-a:537" "Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis"
"1637" NA NA NA NA "UKB-a:538" "Diagnoses - main ICD10: I83 Varicose veins of lower extremities"
"1638" NA NA NA NA "UKB-a:539" "Diagnoses - main ICD10: I84 Haemorrhoids"
"1639" NA NA NA NA "UKB-a:54" "Cancer code  self-reported: lung cancer"
"1640" NA NA NA NA "UKB-a:540" "Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection"
"1641" NA NA NA NA "UKB-a:541" "Diagnoses - main ICD10: J33 Nasal polyp"
"1642" NA NA NA NA "UKB-a:542" "Diagnoses - main ICD10: J34 Other disorders of nose and nasal sinuses"
"1643" NA NA NA NA "UKB-a:543" "Diagnoses - main ICD10: J44 Other chronic obstructive pulmonary disease"
"1644" NA NA NA NA "UKB-a:544" "Diagnoses - main ICD10: K20 Oesophagitis"
"1645" NA NA NA NA "UKB-a:545" "Diagnoses - main ICD10: K21 Gastro-oesophageal reflux disease"
"1646" NA NA NA NA "UKB-a:546" "Diagnoses - main ICD10: K22 Other diseases of oesophagus"
"1647" NA NA NA NA "UKB-a:547" "Diagnoses - main ICD10: K29 Gastritis and duodenitis"
"1648" NA NA NA NA "UKB-a:548" "Diagnoses - main ICD10: K35 Acute appendicitis"
"1649" NA NA NA NA "UKB-a:549" "Diagnoses - main ICD10: K40 Inguinal hernia"
"1650" NA NA NA NA "UKB-a:55" "Cancer code  self-reported: breast cancer"
"1651" NA NA NA NA "UKB-a:550" "Diagnoses - main ICD10: K43 Ventral hernia"
"1652" NA NA NA NA "UKB-a:551" "Diagnoses - main ICD10: K44 Diaphragmatic hernia"
"1653" NA NA NA NA "UKB-a:552" "Diagnoses - main ICD10: K50 Crohn's disease [regional enteritis]"
"1654" NA NA NA NA "UKB-a:553" "Diagnoses - main ICD10: K51 Ulcerative colitis"
"1655" NA NA NA NA "UKB-a:554" "Diagnoses - main ICD10: K52 Other non-infective gastro-enteritis and colitis"
"1656" NA NA NA NA "UKB-a:555" "Diagnoses - main ICD10: K57 Diverticular disease of intestine"
"1657" NA NA NA NA "UKB-a:556" "Diagnoses - main ICD10: K60 Fissure and fistula of anal and rectal regions"
"1658" NA NA NA NA "UKB-a:557" "Diagnoses - main ICD10: K62 Other diseases of anus and rectum"
"1659" NA NA NA NA "UKB-a:558" "Diagnoses - main ICD10: K76 Other diseases of liver"
"1660" NA NA NA NA "UKB-a:559" "Diagnoses - main ICD10: K80 Cholelithiasis"
"1661" NA NA NA NA "UKB-a:56" "Cancer code  self-reported: small intestine/small bowel cancer"
"1662" NA NA NA NA "UKB-a:560" "Diagnoses - main ICD10: L03 Cellulitis"
"1663" NA NA NA NA "UKB-a:561" "Diagnoses - main ICD10: M10 Gout"
"1664" NA NA NA NA "UKB-a:562" "Diagnoses - main ICD10: M16 Coxarthrosis [arthrosis of hip]"
"1665" NA NA NA NA "UKB-a:563" "Diagnoses - main ICD10: M17 Gonarthrosis [arthrosis of knee]"
"1666" NA NA NA NA "UKB-a:564" "Diagnoses - main ICD10: M20 Acquired deformities of fingers and toes"
"1667" NA NA NA NA "UKB-a:565" "Diagnoses - main ICD10: M21 Other acquired deformities of limbs"
"1668" NA NA NA NA "UKB-a:566" "Diagnoses - main ICD10: M23 Internal derangement of knee"
"1669" NA NA NA NA "UKB-a:567" "Diagnoses - main ICD10: M24 Other specific joint derangements"
"1670" NA NA NA NA "UKB-a:568" "Diagnoses - main ICD10: M25 Other joint disorders  not elsewhere classified"
"1671" NA NA NA NA "UKB-a:569" "Diagnoses - main ICD10: M54 Dorsalgia"
"1672" NA NA NA NA "UKB-a:57" "Cancer code  self-reported: prostate cancer"
"1673" NA NA NA NA "UKB-a:570" "Diagnoses - main ICD10: M67 Other disorders of synovium and tendon"
"1674" NA NA NA NA "UKB-a:571" "Diagnoses - main ICD10: M70 Soft tissue disorders related to use  overuse and pressure"
"1675" NA NA NA NA "UKB-a:572" "Diagnoses - main ICD10: M72 Fibroblastic disorders"
"1676" NA NA NA NA "UKB-a:573" "Diagnoses - main ICD10: N19 Unspecified renal failure"
"1677" NA NA NA NA "UKB-a:574" "Diagnoses - main ICD10: N20 Calculus of kidney and ureter"
"1678" NA NA NA NA "UKB-a:575" "Diagnoses - main ICD10: N32 Other disorders of bladder"
"1679" NA NA NA NA "UKB-a:576" "Diagnoses - main ICD10: N40 Hyperplasia of prostate"
"1680" NA NA NA NA "UKB-a:577" "Diagnoses - main ICD10: N81 Female genital prolapse"
"1681" NA NA NA NA "UKB-a:578" "Diagnoses - main ICD10: N92 Excessive  frequent and irregular menstruation"
"1682" NA NA NA NA "UKB-a:579" "Diagnoses - main ICD10: O75 Other complications of labour and delivery  not elsewhere classified"
"1683" NA NA NA NA "UKB-a:58" "Cancer code  self-reported: malignant melanoma"
"1684" NA NA NA NA "UKB-a:580" "Diagnoses - main ICD10: R04 Haemorrhage from respiratory passages"
"1685" NA NA NA NA "UKB-a:581" "Diagnoses - main ICD10: R07 Pain in throat and chest"
"1686" NA NA NA NA "UKB-a:582" "Diagnoses - main ICD10: R10 Abdominal and pelvic pain"
"1687" NA NA NA NA "UKB-a:583" "Diagnoses - main ICD10: R11 Nausea and vomiting"
"1688" NA NA NA NA "UKB-a:584" "Diagnoses - main ICD10: R14 Flatulence and related conditions"
"1689" NA NA NA NA "UKB-a:585" "Diagnoses - main ICD10: R31 Unspecified haematuria"
"1690" NA NA NA NA "UKB-a:586" "Diagnoses - main ICD10: R35 Polyuria"
"1691" NA NA NA NA "UKB-a:587" "Diagnoses - main ICD10: R55 Syncope and collapse"
"1692" NA NA NA NA "UKB-a:588" "Diagnoses - main ICD10: R69 Unknown and unspecified causes of morbidity"
"1693" NA NA NA NA "UKB-a:589" "Diagnoses - main ICD10: S09 Other and unspecified injuries of head"
"1694" NA NA NA NA "UKB-a:59" "Cancer code  self-reported: basal cell carcinoma"
"1695" NA NA NA NA "UKB-a:590" "Diagnoses - main ICD10: S52 Fracture of forearm"
"1696" NA NA NA NA "UKB-a:591" "Diagnoses - main ICD10: S66 Injury of muscle and tendon at wrist and hand level"
"1697" NA NA NA NA "UKB-a:592" "Diagnoses - main ICD10: S76 Injury of muscle and tendon at hip and thigh level"
"1698" NA NA NA NA "UKB-a:593" "Diagnoses - main ICD10: T84 Complications of internal orthopaedic prosthetic devices  implants and grafts"
"1699" NA NA NA NA "UKB-a:594" "Diagnoses - main ICD10: Z09 Follow-up examination after treatment for conditions other than malignant neoplasms"
"1700" NA NA NA NA "UKB-a:595" "Diagnoses - main ICD10: Z47 Other orthopaedic follow-up care"
"1701" NA NA NA NA "UKB-a:596" "Diagnoses - main ICD10: Z80 Family history of malignant neoplasm"
"1702" NA NA NA NA "UKB-a:597" "Diagnoses - main ICD10: K30 Dyspepsia"
"1703" NA NA NA NA "UKB-a:6" "Time spent using computer"
"1704" NA NA NA NA "UKB-a:60" "Cancer code  self-reported: squamous cell carcinoma"
"1705" NA NA NA NA "UKB-a:61" "Non-cancer illness code  self-reported: hypertension"
"1706" NA NA NA NA "UKB-a:62" "Non-cancer illness code  self-reported: angina"
"1707" NA NA NA NA "UKB-a:63" "Non-cancer illness code  self-reported: heart attack/myocardial infarction"
