"","trait","cpg","method","nsnp","beta","se","pval","decision","pass"
"1177",NA,"cg21497082","Wald ratio",1,-0.07684188191783,0.00956490897904199,9.45543038357096e-16,2,FALSE
"1178",NA,"cg21506565","Wald ratio",1,-0.0730791225429238,0.00956666604622616,2.19028958606029e-14,2,FALSE
"1179",NA,"cg21570988","Wald ratio",1,-0.160598764491372,0.00950108978881686,4.26182477142745e-64,2,FALSE
"1180",NA,"cg21587837","Wald ratio",1,-0.215291559504714,0.00942195901312964,1.46211292544062e-115,2,FALSE
"1181",NA,"cg21587984","Wald ratio",1,-0.105259306001854,0.0105867062990379,2.71663472216692e-23,2,FALSE
"1182",NA,"cg21588215","Wald ratio",1,0.335316756103161,0.0100666144125228,2.78644378757208e-243,2,FALSE
"1183",NA,"cg21588594","Wald ratio",1,0.165587454741635,0.00963632120959873,3.51868232124203e-66,2,FALSE
"1184",NA,"cg21600908","Wald ratio",1,-0.0689169441456156,0.0101742347775534,1.25552874317797e-11,2,FALSE
"1185",NA,"cg21620139","Wald ratio",1,-0.0671430593183942,0.0101993984897267,4.6092170114125e-11,2,FALSE
"1186",NA,"cg21621645","Wald ratio",1,-0.0671121851378723,0.00956723081782108,2.30282525275337e-12,2,FALSE
"1187",NA,"cg21655448","Wald ratio",1,-0.104205191196149,0.0101545932765303,1.04652029884259e-24,2,FALSE
"1188",NA,"cg21698879","Wald ratio",1,0.703880235446045,0.0083970868255614,0,2,FALSE
"1189",NA,"cg21755381","Wald ratio",1,-0.319369739844407,0.00895420262774306,1.28355469311311e-278,2,FALSE
"1190",NA,"cg21769117","Wald ratio",1,-0.139001961454309,0.00952142156623371,2.85553953001017e-48,2,FALSE
"1191",NA,"cg21780812","Wald ratio",1,0.158032442364088,0.00949606959686208,3.46569433316537e-62,2,FALSE
"1192",NA,"cg21974506","Wald ratio",1,-0.0599432882740477,0.00956773283701655,3.72464971690753e-10,2,FALSE
"1193",NA,"cg21993547","Wald ratio",1,-0.049392413595087,0.00957651817293742,2.50056700120953e-07,1,FALSE
"1194",NA,"cg21997109","Wald ratio",1,0.0470976211001579,0.00957112146658603,8.61890296582651e-07,1,FALSE
"1195",NA,"cg21999229","Wald ratio",1,-0.0591032219028148,0.00957551413454646,6.72913655111254e-10,2,FALSE
"1196",NA,"cg22022067","Wald ratio",1,-0.0641387254430564,0.00963443863761569,2.79026209087498e-11,2,FALSE
"1197",NA,"cg22053904","Wald ratio",1,0.0576154880170159,0.00998610308404799,7.94756077260892e-09,2,FALSE
"1198",NA,"cg22101249","Wald ratio",1,-0.117158980754265,0.00953522709410936,1.06430054791439e-34,2,FALSE
"1199",NA,"cg22143856","Wald ratio",1,0.0503962009764452,0.00928421749637038,5.69385730709742e-08,2,FALSE
"1200",NA,"cg22158929","Wald ratio",1,-0.237176270550383,0.00940457659848622,2.4643433426231e-140,2,FALSE
"1201",NA,"cg22213242","Wald ratio",1,-0.0687042762639312,0.00934176144665204,1.9159831439252e-13,2,FALSE
"1202",NA,"cg22230640","Wald ratio",1,0.0544609876498307,0.00957068219978999,1.26743852287398e-08,2,FALSE
"1203",NA,"cg22233843","Wald ratio",1,0.511366290878556,0.00919435606037983,0,2,FALSE
"1204",NA,"cg22235293","Wald ratio",1,-0.0673165069504318,0.00956930164700242,1.99788879276228e-12,2,FALSE
"1205",NA,"cg22268256","Wald ratio",1,-0.0556114273886679,0.00957639266813855,6.35500088237389e-09,2,FALSE
"1206",NA,"cg22318514","Wald ratio",1,-0.100950977266262,0.00955160547036183,4.14867599037797e-26,2,FALSE
"1207",NA,"cg22370379","Wald ratio",1,-0.411217603039068,0.00899461517297904,0,2,FALSE
"1208",NA,"cg22377040","Wald ratio",1,0.0690041699808298,0.00989774770564387,3.13124233572412e-12,2,FALSE
"1209",NA,"cg22425813","Wald ratio",1,0.287308409430007,0.00919529734637135,2.59855105146628e-214,2,FALSE
"1210",NA,"cg22451923","Wald ratio",1,-0.0741883967077318,0.0101697793571935,2.98690424874275e-13,2,FALSE
"1211",NA,"cg22485298","Wald ratio",1,0.0614225505859229,0.00957030568539338,1.38045116946957e-10,2,FALSE
"1212",NA,"cg22494932","Wald ratio",1,-0.0742955778059663,0.00956522274103916,8.02017229469749e-15,2,FALSE
"1213",NA,"cg22505006","Wald ratio",1,0.0468909146964198,0.00928597456355455,4.42621954941237e-07,1,FALSE
"1214",NA,"cg22575347","Wald ratio",1,-0.0921062775755326,0.00989737119124726,1.32568117001617e-20,2,FALSE
"1215",NA,"cg22692488","Wald ratio",1,-0.234317333984535,0.00928666483994833,1.80372583197111e-140,2,FALSE
"1216",NA,"cg22708150","Wald ratio",1,-0.0605158411664903,0.00957093320938773,2.56736322649749e-10,2,FALSE
"1217",NA,"cg22727233","Wald ratio",1,-0.167485401062539,0.00956616402703069,1.24263041276917e-68,2,FALSE
"1218",NA,"cg22740603","Wald ratio",1,-0.0525246368604728,0.00957080770458886,4.06499445728899e-08,2,FALSE
"1219",NA,"cg22786465","Wald ratio",1,-0.0723875283487535,0.00956484622664256,3.78778604146888e-14,2,FALSE
"1220",NA,"cg22812614","Wald ratio",1,-0.234806865452526,0.00947034111309383,1.04266619100025e-135,2,FALSE
"1221",NA,"cg22863148","Wald ratio",1,-0.0680735518972126,0.00963688598119364,1.61947346868347e-12,2,FALSE
"1222",NA,"cg22897615","Wald ratio",1,-0.107990917949248,0.00954683628800478,1.1484670801084e-29,2,FALSE
"1223",NA,"cg22933800","Wald ratio",1,-0.524135211867937,0.00915356700074724,0,2,FALSE
"1224",NA,"cg22940798","Wald ratio",1,0.179413251642296,0.00948013048740565,7.07366920344949e-80,2,FALSE
"1225",NA,"cg22984282","Wald ratio",1,0.53313390594688,0.00971187509851816,0,2,FALSE
"1226",NA,"cg22993154","Wald ratio",1,0.076472082027961,0.00977067409678852,5.0086385788035e-15,2,FALSE
"1227",NA,"cg22994781","Wald ratio",1,-0.0854377683448006,0.0101840241518652,4.8866373848208e-17,2,FALSE
"1228",NA,"cg23003117","Wald ratio",1,0.172764383912587,0.00948571545095534,4.06199454724676e-74,2,FALSE
"1229",NA,"cg23019585","Wald ratio",1,0.0798437056971903,0.00955875924389738,6.65866454925987e-17,2,FALSE
"1230",NA,"cg23055377","Wald ratio",1,0.133142895423886,0.0101267312111813,1.75505143504818e-39,2,FALSE
"1231",NA,"cg23061027","Wald ratio",1,-0.132252313371108,0.00952587698659358,7.97758540995044e-44,2,FALSE
"1232",NA,"cg23083776","Wald ratio",1,0.0604463115079166,0.00953541535130766,2.31054576023649e-10,2,FALSE
"1233",NA,"cg23089723","Wald ratio",1,-0.0470935421941946,0.00957438459135664,8.71200961025938e-07,1,FALSE
"1234",NA,"cg23117647","Wald ratio",1,-0.0930013150486703,0.00954827959319178,2.03329629788686e-22,2,FALSE
"1235",NA,"cg23164535","Wald ratio",1,0.0753153670491804,0.00956396769305047,3.40993293634797e-15,2,FALSE
"1236",NA,"cg23204396","Wald ratio",1,0.0779372250499634,0.00956108108267647,3.59415106084322e-16,2,FALSE
"1237",NA,"cg23214071","Wald ratio",1,-0.309615757885868,0.0101019440134045,2.71448057056912e-206,2,FALSE
"1238",NA,"cg23220637","Wald ratio",1,0.0930284868376255,0.00962690834968352,4.31385122595303e-22,2,FALSE
"1239",NA,"cg23224191","Wald ratio",1,0.332148199198502,0.00922780308927855,1.02766164400745e-283,2,FALSE
"1240",NA,"cg23238834","Wald ratio",1,0.0589383713494997,0.0102048579484775,7.6715332310333e-09,2,FALSE
"1241",NA,"cg23252259","Wald ratio",1,-0.110544752349044,0.00999363337198016,1.92807104476599e-28,2,FALSE
"1242",NA,"cg23281280","Wald ratio",1,0.0597749235863643,0.00928252318158564,1.19857885128416e-10,2,FALSE
"1243",NA,"cg23319477","Wald ratio",1,-0.0578460403325391,0.0101982689465369,1.41022139673213e-08,2,FALSE
"1244",NA,"cg23321397","Wald ratio",1,-0.0998993725565346,0.0101481925317879,7.27188766523562e-23,2,FALSE
"1245",NA,"cg23323669","Wald ratio",1,0.0756793937183013,0.0101963236221544,1.15170169656419e-13,2,FALSE
"1246",NA,"cg23330450","Wald ratio",1,0.0482737265703639,0.00957281578137077,4.58785940971087e-07,1,FALSE
"1247",NA,"cg23331010","Wald ratio",1,0.0846246227529252,0.00926627031013204,6.69080827984467e-20,2,FALSE
"1248",NA,"cg23331433","Wald ratio",1,-0.0729290188034759,0.0101687125664031,7.39624146128056e-13,2,FALSE
"1249",NA,"cg23333490","Wald ratio",1,-0.0840363190082245,0.0101637551268478,1.35956353656752e-16,2,FALSE
"1250",NA,"cg23336481","Wald ratio",1,0.447507378384579,0.00923370181482541,0,2,FALSE
"1251",NA,"cg23354933","Wald ratio",1,0.0841815908129159,0.00956013979668495,1.30297287301443e-18,2,FALSE
"1252",NA,"cg23359665","Wald ratio",1,-0.136699073899853,0.00951119292512585,7.70646142037387e-47,2,FALSE
"1253",NA,"cg23365293","Wald ratio",1,-0.629141688452469,0.00914032624446651,0,2,FALSE
"1254",NA,"cg23366493","Wald ratio",1,0.0723710872201016,0.0100160359785784,4.99181050774022e-13,2,FALSE
"1255",NA,"cg23384708","Wald ratio",1,0.0488945988103712,0.00957520037254929,3.28391321418161e-07,1,FALSE
"1256",NA,"cg23418102","Wald ratio",1,-0.19721535433314,0.0100852518751549,3.75277005133126e-85,2,FALSE
"1257",NA,"cg23431175","Wald ratio",1,0.321587221383233,0.00986179058076777,3.01627842247791e-233,2,FALSE
"1258",NA,"cg23464743","Wald ratio",1,0.455383243780436,0.00921117370342834,0,2,FALSE
"1259",NA,"cg23482259","Wald ratio",1,-0.0722282627589881,0.0102797215610032,2.12103619194179e-12,2,FALSE
"1260",NA,"cg23484380","Wald ratio",1,-0.0519766829086087,0.0102812276185896,4.2927848194639e-07,1,FALSE
"1261",NA,"cg23505644","Wald ratio",1,0.259716430408147,0.00935914386129546,1.74150591586863e-169,2,FALSE
"1262",NA,"cg23536255","Wald ratio",1,0.093142005928203,0.0097579981121027,1.35850288517652e-21,2,FALSE
"1263",NA,"cg23560159","Wald ratio",1,0.149296680838778,0.0095120087063185,1.62103496248793e-55,2,FALSE
"1264",NA,"cg23584176","Wald ratio",1,0.0634045851220693,0.00956032805388325,3.3105370243714e-11,2,FALSE
"1265",NA,"cg23585168","Wald ratio",1,-0.0496273585785707,0.0095696154089996,2.1493918278134e-07,1,FALSE
"1266",NA,"cg23595396","Wald ratio",1,0.0717691662047235,0.0100142789113942,7.68364571455622e-13,2,FALSE
"1267",NA,"cg23621689","Wald ratio",1,-0.0548257045953455,0.00957476110575325,1.02786842785032e-08,2,FALSE
"1268",NA,"cg23625628","Wald ratio",1,-0.0513533633250233,0.00964504379312016,1.0132770157507e-07,2,FALSE
"1269",NA,"cg23642250","Wald ratio",1,0.0622670723775157,0.00990396019318791,3.23475384476152e-10,2,FALSE
"1270",NA,"cg23656755","Wald ratio",1,-0.123134264228441,0.00923564713920789,1.4979278306622e-40,2,FALSE
"1271",NA,"cg23681866","Wald ratio",1,0.0919657122007987,0.00988488346375975,1.35677345327676e-20,2,FALSE
"1272",NA,"cg23704085","Wald ratio",1,-0.0866104851854371,0.0111594474486788,8.41425061868838e-15,2,FALSE
"1273",NA,"cg23732629","Wald ratio",1,0.319499198044441,0.00985789993200281,1.95418595927232e-230,2,FALSE
"1274",NA,"cg23760103","Wald ratio",1,-0.0736735760227692,0.00927769124682917,2.00657082906733e-15,2,FALSE
"1275",NA,"cg23778943","Wald ratio",1,-0.0523171146755422,0.00990270514519922,1.27006688837969e-07,2,FALSE
"1276",NA,"cg23781467","Wald ratio",1,-0.0541896462746749,0.00957168623818094,1.50097120696005e-08,2,FALSE
"1277",NA,"cg23785275","Wald ratio",1,0.374801130599097,0.00970478407738204,0,2,FALSE
"1278",NA,"cg23814714","Wald ratio",1,-0.0487850958733576,0.00957664367773629,3.50263687796465e-07,1,FALSE
"1279",NA,"cg23817343","Wald ratio",1,-0.0591212318414526,0.0096393333247716,8.60572741089308e-10,2,FALSE
"1280",NA,"cg23819653","Wald ratio",1,0.104435743511672,0.00952311588101845,5.53429103462718e-28,2,FALSE
"1281",NA,"cg23831898","Wald ratio",1,0.0530352531346734,0.00957168623818094,3.01011384922239e-08,2,FALSE
"1282",NA,"cg23878318","Wald ratio",1,-0.0489461185303071,0.00957212550497699,3.16409197030991e-07,1,FALSE
"1283",NA,"cg23892028","Wald ratio",1,0.0604124252122219,0.0101739837679556,2.88639458652311e-09,2,FALSE
"1284",NA,"cg23895220","Wald ratio",1,-0.0622070810836561,0.00956942715180129,7.99967908356442e-11,2,FALSE
"1285",NA,"cg23900141","Wald ratio",1,-0.0541604036565383,0.00963996084876594,1.92820954117404e-08,2,FALSE
"1286",NA,"cg23912231","Wald ratio",1,0.0623595694142825,0.00927624794164217,1.78633712960674e-11,2,FALSE
"1287",NA,"cg23923934","Wald ratio",1,-0.136457728171627,0.00958216588888655,5.11367222724499e-46,2,FALSE
"1288",NA,"cg23967822","Wald ratio",1,0.175550088428294,0.00953572911330484,1.09791798247565e-75,2,FALSE
"1289",NA,"cg24005169","Wald ratio",1,-0.0624451009347121,0.00956654054142729,6.6899487982198e-11,2,FALSE
"1290",NA,"cg24064041","Wald ratio",1,0.0576242733529368,0.0106025199036955,5.48086747307055e-08,2,FALSE
"1291",NA,"cg24065328","Wald ratio",1,0.0610666189763291,0.00956948990420073,1.75491132202037e-10,2,FALSE
"1292",NA,"cg24068972","Wald ratio",1,0.0526475060585661,0.00935142531616499,1.80323449817022e-08,2,FALSE
"1293",NA,"cg24071943","Wald ratio",1,0.674998820120601,0.00918663751524935,0,2,FALSE
"1294",NA,"cg24080129","Wald ratio",1,-0.422326848568199,0.00957469835335381,0,2,FALSE
"1295",NA,"cg24100841","Wald ratio",1,-0.0914618104333377,0.00955292327074995,1.02626807894962e-21,2,FALSE
"1296",NA,"cg24106215","Wald ratio",1,-0.0557234404216589,0.0092804523524043,1.9205446240158e-09,2,FALSE
"1297",NA,"cg24108149","Wald ratio",1,-0.0641089808057243,0.00956760733221768,2.07525248366058e-11,2,FALSE
"1298",NA,"cg24124954","Wald ratio",1,-0.144761753188827,0.00951696614587385,2.99334728388768e-52,2,FALSE
"1299",NA,"cg24125828","Wald ratio",1,-0.103622723424596,0.00955141721316352,2.01758117936158e-27,2,FALSE
"1300",NA,"cg24129356","Wald ratio",1,0.0847644350988658,0.0095623988830646,7.69527857958443e-19,2,FALSE
"1301",NA,"cg24143305","Wald ratio",1,-0.214425576392515,0.00961799750896378,4.20605709991466e-110,2,FALSE
"1302",NA,"cg24147543","Wald ratio",1,-0.614542154466777,0.00877071461179587,0,2,FALSE
"1303",NA,"cg24177217","Wald ratio",1,-0.0494903700906047,0.00956898788500525,2.31657982915347e-07,1,FALSE
"1304",NA,"cg24180805","Wald ratio",1,-0.421082719497005,0.00953535259890823,0,2,FALSE
"1305",NA,"cg24195524","Wald ratio",1,0.206656327323298,0.0091486095611919,5.58142090117801e-113,2,FALSE
"1306",NA,"cg24198941","Wald ratio",1,-0.0584709914785098,0.00956911338980412,9.9389477429188e-10,2,FALSE
"1307",NA,"cg24202021","Wald ratio",1,-0.0486074438305578,0.00956955265660016,3.78658318177666e-07,1,FALSE
"1308",NA,"cg24216966","Wald ratio",1,0.119568296378162,0.00953215222653705,4.30511966209574e-36,2,FALSE
"1309",NA,"cg24239961","Wald ratio",1,0.126401279647813,0.00973107733274519,1.40444464261263e-38,2,FALSE
"1310",NA,"cg24283019","Wald ratio",1,0.0682208945310854,0.010008191928649,9.32817091108974e-12,2,FALSE
"1311",NA,"cg24290947","Wald ratio",1,0.20154828200931,0.00915105690476985,1.67415268651969e-107,2,FALSE
"1312",NA,"cg24298476","Wald ratio",1,-0.182279844000874,0.0101030108041949,9.09675057392269e-73,2,FALSE
"1313",NA,"cg24332685","Wald ratio",1,-0.123679582579529,0.00953416030331897,1.75775955034922e-38,2,FALSE
"1314",NA,"cg24375209","Wald ratio",1,0.103979533567782,0.00953993352406696,1.16022193767973e-27,2,FALSE
"1315",NA,"cg24376311","Wald ratio",1,0.143461711729737,0.00962966945525865,3.40176287746483e-50,2,FALSE
"1316",NA,"cg24376689","Wald ratio",1,-0.071189836053142,0.0100981788694384,1.79214074574816e-12,2,FALSE
"1317",NA,"cg24377285","Wald ratio",1,0.0491093375212369,0.00928610006835342,1.23338203618257e-07,2,FALSE
"1318",NA,"cg24389386","Wald ratio",1,0.0688877642798784,0.00976747372441734,1.75388229664632e-12,2,FALSE
"1319",NA,"cg24392672","Wald ratio",1,0.124305851525888,0.0100645435833414,4.81885444247397e-35,2,FALSE
"1320",NA,"cg24421410","Wald ratio",1,0.078190493734082,0.00962690834968352,4.5827129614169e-16,2,FALSE
"1321",NA,"cg24433844","Wald ratio",1,-0.195186004487819,0.0100580800861996,6.88153399924791e-84,2,FALSE
"1322",NA,"cg24446242","Wald ratio",1,0.075191619317495,0.00963155202724169,5.86573256287128e-15,2,FALSE
"1323",NA,"cg24461669","Wald ratio",1,-0.100493449521983,0.00961661695617622,1.46556988869208e-25,2,FALSE
"1324",NA,"cg24475062","Wald ratio",1,-0.056164715294484,0.00956948990420073,4.38050568837754e-09,2,FALSE
"1325",NA,"cg24509300","Wald ratio",1,0.259896969061321,0.00935437467893842,6.87159601089606e-170,2,FALSE
"1326",NA,"cg24520975","Wald ratio",1,-0.0575489077212156,0.00956955265660016,1.81278790001904e-09,2,FALSE
"1327",NA,"cg24529722","Wald ratio",1,0.277382046630221,0.00933303886313061,4.18035379244225e-194,2,FALSE
"1328",NA,"cg24540603","Wald ratio",1,0.0580012897687407,0.00956923889460299,1.35090477709659e-09,2,FALSE
"1329",NA,"cg24566261","Wald ratio",1,0.109069066923937,0.00954338490603587,3.00363313726536e-30,2,FALSE
"1330",NA,"cg24593918","Wald ratio",1,0.476222750861119,0.00895558318053063,0,2,FALSE
"1331",NA,"cg24594224","Wald ratio",1,0.0632600663461711,0.00964027461076312,5.30692328824388e-11,2,FALSE
"1332",NA,"cg24631162","Wald ratio",1,-0.149881721458708,0.00951043989633263,5.89078721074907e-56,2,FALSE
"1333",NA,"cg24631716","Wald ratio",1,-0.0553997007929751,0.00956911338980412,7.06261802275791e-09,2,FALSE
"1334",NA,"cg24638099","Wald ratio",1,-0.483108508898694,0.0102231816491125,0,2,FALSE
"1335",NA,"cg24640182","Wald ratio",1,-0.248502890391156,0.00999658273475359,2.07796443959095e-136,2,FALSE
"1336",NA,"cg24683414","Wald ratio",1,-0.0465419486031632,0.00928616282075286,5.38762343196235e-07,1,FALSE
"1337",NA,"cg24707219","Wald ratio",1,0.314840585415205,0.00926369746175522,3.52743097298009e-253,2,FALSE
"1338",NA,"cg24710520","Wald ratio",1,-0.110099524075054,0.0103552754499226,2.11037713870794e-26,2,FALSE
"1339",NA,"cg24735489","Wald ratio",1,0.258931774405615,0.00936221872886777,2.29300274739673e-168,2,FALSE
"1340",NA,"cg24768187","Wald ratio",1,-0.0522449494161922,0.0095714352285832,4.80380067484708e-08,2,FALSE
"1341",NA,"cg24771152","Wald ratio",1,-0.0957691351305386,0.00955223299435617,1.17360442147842e-23,2,FALSE
"1342",NA,"cg24823979","Wald ratio",1,-0.0602665258835361,0.0105791132587063,1.22115324938199e-08,2,FALSE
"1343",NA,"cg24838316","Wald ratio",1,0.0798096311442973,0.00989304127568627,7.18995912049269e-16,2,FALSE
"1344",NA,"cg24847621","Wald ratio",1,0.0877898537804137,0.00988952714131792,6.86552671296304e-19,2,FALSE
"1345",NA,"cg24876187","Wald ratio",1,0.0585160477013039,0.00957218825737642,9.76946653804126e-10,2,FALSE
"1346",NA,"cg24900542","Wald ratio",1,0.104445909400381,0.00954853060278952,7.549803692497e-28,2,FALSE
"1347",NA,"cg24904788","Wald ratio",1,-0.0461520679454752,0.0092894886979229,6.75761133355994e-07,1,FALSE
"1348",NA,"cg24926791","Wald ratio",1,-0.143368963683373,0.010121209000031,1.50435061389904e-45,2,FALSE
"1349",NA,"cg24955682","Wald ratio",1,-0.053914979022349,0.00963694873359308,2.21117017318096e-08,2,FALSE
"1350",NA,"cg24955829","Wald ratio",1,0.147843084258271,0.00951025163913433,1.70274697556135e-54,2,FALSE
"1351",NA,"cg25057035","Wald ratio",1,-0.106064356534202,0.0101518321709552,1.49956608639314e-25,2,FALSE
"1352",NA,"cg25063165","Wald ratio",1,-0.0586547932564541,0.0102046069388798,9.03726279563238e-09,2,FALSE
"1353",NA,"cg25075776","Wald ratio",1,0.0972970305519757,0.00954991115557709,2.23719971742435e-24,2,FALSE
"1354",NA,"cg25107000","Wald ratio",1,0.108884637621998,0.00954645977360818,3.91340372419397e-30,2,FALSE
"1355",NA,"cg25136988","Wald ratio",1,-0.0667710003421456,0.00956923889460299,3.00113517558047e-12,2,FALSE
"1356",NA,"cg25149637","Wald ratio",1,-0.168558969112068,0.0100979906122401,1.49044500809341e-62,2,FALSE
"1357",NA,"cg25191172","Wald ratio",1,0.0544228341909744,0.0095710587141866,1.29906783018627e-08,2,FALSE
"1358",NA,"cg25212457","Wald ratio",1,0.215836062074609,0.00985827644639942,2.97023898872898e-106,2,FALSE
"1359",NA,"cg25219495","Wald ratio",1,-0.314072433293724,0.00985520157882712,7.25109654256299e-223,2,FALSE
"1360",NA,"cg25251478","Wald ratio",1,0.0897329818289105,0.00955091519396804,5.70965332225521e-21,2,FALSE
"1361",NA,"cg25252977","Wald ratio",1,-0.0552399959364137,0.0100200521321422,3.52878605264664e-08,2,FALSE
"1362",NA,"cg25285646","Wald ratio",1,0.185228704755112,0.00946105375797749,2.3809459235556e-85,2,FALSE
"1363",NA,"cg25317746","Wald ratio",1,-0.1240380870375,0.00953409755091953,1.07419038521438e-38,2,FALSE
"1364",NA,"cg25327122","Wald ratio",1,-0.132205186319133,0.00952386890981167,8.20576277157633e-44,2,FALSE
"1365",NA,"cg25355501","Wald ratio",1,-0.067179832224463,0.00956697980822334,2.18632715228767e-12,2,FALSE
"1366",NA,"cg25356697","Wald ratio",1,0.065421886506698,0.00964134140155351,1.15638247014609e-11,2,FALSE
"1367",NA,"cg25372449","Wald ratio",1,-0.273047675648863,0.00992234664622229,1.05591331099803e-166,2,FALSE
"1368",NA,"cg25417675","Wald ratio",1,-0.126647394558396,0.00953271699813197,2.80785203607865e-40,2,FALSE
"1369",NA,"cg25426302","Wald ratio",1,-0.207065598472411,0.00943356820702507,8.68488964213089e-107,2,FALSE
"1370",NA,"cg25436684","Wald ratio",1,0.204368123830309,0.00988783282653318,6.63506185012016e-95,2,FALSE
"1371",NA,"cg25457674","Wald ratio",1,-0.129487944671209,0.00952650451058793,4.44343132199967e-42,2,FALSE
"1372",NA,"cg25511667","Wald ratio",1,0.0469547966390444,0.00957664367773629,9.4358254880966e-07,1,FALSE
"1373",NA,"cg25596754","Wald ratio",1,0.0840775473346531,0.00956271264506177,1.46623184563273e-18,2,FALSE
"1374",NA,"cg25597745","Wald ratio",1,0.333588743279926,0.0105205025176343,1.18851998051558e-220,2,FALSE
"1375",NA,"cg25600103","Wald ratio",1,-0.0526511456977333,0.00957024293299394,3.76472240613917e-08,2,FALSE
"1376",NA,"cg25605800","Wald ratio",1,0.130828147665937,0.00952656726298736,6.4428966897012e-43,2,FALSE
"1377",NA,"cg25645491","Wald ratio",1,0.289681328662232,0.00930561606457763,9.54055919646753e-213,2,FALSE
"1378",NA,"cg25696974","Wald ratio",1,-0.0600925134799035,0.0102006535377154,3.83760009037983e-09,2,FALSE
"1379",NA,"cg25699073","Wald ratio",1,-0.0698722866746101,0.00963889405797555,4.19878009239001e-13,2,FALSE
"1380",NA,"cg25701100","Wald ratio",1,-0.0554086743860942,0.00963406212321908,8.8543877491573e-09,2,FALSE
"1381",NA,"cg25744682","Wald ratio",1,-0.201745387295934,0.00945371172724362,4.79485753237497e-101,2,FALSE
"1382",NA,"cg25764570","Wald ratio",1,0.298343293365808,0.00930216468260872,1.06777914688772e-225,2,FALSE
"1383",NA,"cg25769566","Wald ratio",1,-0.153022228040819,0.00951213421111737,3.14441952696777e-58,2,FALSE
"1384",NA,"cg25786333","Wald ratio",1,0.0596299027912706,0.00956704256062277,4.58036453547168e-10,2,FALSE
"1385",NA,"cg25843346","Wald ratio",1,-0.107054087378087,0.009546146011611,3.46615617110008e-29,2,FALSE
"1386",NA,"cg25949002","Wald ratio",1,-0.142253477031021,0.00978717797783985,7.30566231654192e-48,2,FALSE
"1387",NA,"cg25953692","Wald ratio",1,-0.0848371023774112,0.00989197448489588,9.79254786282657e-18,2,FALSE
"1388",NA,"cg25954512","Wald ratio",1,0.0605090639073514,0.00956829760861147,2.55024402819965e-10,2,FALSE
"1389",NA,"cg25954539","Wald ratio",1,-0.087954453324131,0.0109270125611725,8.32906340669158e-16,2,FALSE
"1390",NA,"cg25955180","Wald ratio",1,-0.156344026304897,0.00950523144717955,8.63861909673199e-61,2,FALSE
"1391",NA,"cg26015683","Wald ratio",1,0.0740900009454181,0.00927825601842408,1.40138942814701e-15,2,FALSE
"1392",NA,"cg26021304","Wald ratio",1,0.0658081275252189,0.0101695283475957,9.72861503881146e-11,2,FALSE
"1393",NA,"cg26036029","Wald ratio",1,0.316243917323764,0.00946343834915601,7.65084763165839e-245,2,FALSE
"1394",NA,"cg26083458","Wald ratio",1,0.0752024754825973,0.00956446971224595,3.75965916397482e-15,2,FALSE
"1395",NA,"cg26106778","Wald ratio",1,-0.053477908560286,0.00957394532456059,2.32659726723513e-08,2,FALSE
"1396",NA,"cg26114961","Wald ratio",1,-0.0735670852009284,0.00956327741665669,1.44101965271673e-14,2,FALSE
"1397",NA,"cg26121931","Wald ratio",1,0.0960190779374872,0.00956164585427138,9.95244346147354e-24,2,FALSE
"1398",NA,"cg26177760","Wald ratio",1,0.280755176357036,0.00932023737364592,2.40921105209567e-199,2,FALSE
"1399",NA,"cg26246658","Wald ratio",1,-0.0590449249237399,0.00957325504816681,6.92922856738426e-10,2,FALSE
"1400",NA,"cg26249135","Wald ratio",1,0.116749772357551,0.0100406976715562,2.98175186012211e-31,2,FALSE
"1401",NA,"cg26257411","Wald ratio",1,-0.0643424197316216,0.00956459521704482,1.73024197817053e-11,2,FALSE
"1402",NA,"cg26263563","Wald ratio",1,-0.191232979837827,0.00940344705529639,6.11704910059358e-92,2,FALSE
"1403",NA,"cg26321999","Wald ratio",1,0.119484898439314,0.0095356663609054,5.09601939799933e-36,2,FALSE
"1404",NA,"cg26343358","Wald ratio",1,0.123755889497242,0.00953654489449749,1.65193323015526e-38,2,FALSE
"1405",NA,"cg26346875","Wald ratio",1,-0.0772040887673673,0.00956559925543577,6.97165270692795e-16,2,FALSE
"1406",NA,"cg26348243","Wald ratio",1,0.123623921201231,0.00923778072078867,7.66050642472883e-41,2,FALSE
"1407",NA,"cg26357820","Wald ratio",1,0.0535614320039337,0.00957225100977586,2.19999899867864e-08,2,FALSE
"1408",NA,"cg26392102","Wald ratio",1,-0.142728449942342,0.00951859770825915,7.95296284571968e-51,2,FALSE
"1409",NA,"cg26450717","Wald ratio",1,-0.0966718911488068,0.0101835221326697,2.24539171336245e-21,2,FALSE
"1410",NA,"cg26472225","Wald ratio",1,-0.0478962081353644,0.00957363156256342,5.64654613838411e-07,1,FALSE
"1411",NA,"cg26478079","Wald ratio",1,0.0502243221543934,0.00957626716333968,1.56565745896964e-07,1,FALSE
"1412",NA,"cg26489369","Wald ratio",1,0.0489195115129468,0.00957451009615551,3.23271101450572e-07,1,FALSE
"1413",NA,"cg26511972","Wald ratio",1,-0.0631248349253892,0.0100100745006321,2.86098055634715e-10,2,FALSE
"1414",NA,"cg26514099","Wald ratio",1,-0.0860387480741872,0.0101867852574403,3.01159999688684e-17,2,FALSE
